0.000000000000000000e+00;8.364905681153848604e+01
1.000000000000000000e+00;8.539841667091317845e+01
2.000000000000000000e+00;7.904855533096824161e+01
3.000000000000000000e+00;7.910062344770346954e+01
4.000000000000000000e+00;8.007437908668785553e+01
5.000000000000000000e+00;8.542661271179341043e+01
6.000000000000000000e+00;7.707042621095745005e+01
7.000000000000000000e+00;7.758934678236533955e+01
8.000000000000000000e+00;7.510911398300676467e+01
9.000000000000000000e+00;8.333296167652547126e+01
1.000000000000000000e+01;8.126211096020927016e+01
1.100000000000000000e+01;7.594989668302987695e+01
1.200000000000000000e+01;8.120730712116370853e+01
1.300000000000000000e+01;7.392163416939510512e+01
1.400000000000000000e+01;8.104696290882043286e+01
1.500000000000000000e+01;8.115820097146610124e+01
1.600000000000000000e+01;8.268561602688765788e+01
1.700000000000000000e+01;8.234743879973675007e+01
1.800000000000000000e+01;7.739926330816500410e+01
1.900000000000000000e+01;8.009240851220314994e+01
2.000000000000000000e+01;8.002821246800239408e+01
2.100000000000000000e+01;7.718842433589659890e+01
2.200000000000000000e+01;7.914873600777275442e+01
2.300000000000000000e+01;7.873806478052127034e+01
2.400000000000000000e+01;7.914192065428079559e+01
2.500000000000000000e+01;8.201130514772719948e+01
2.600000000000000000e+01;7.453065502467131864e+01
2.700000000000000000e+01;7.996383716181757961e+01
2.800000000000000000e+01;7.547737883608776599e+01
2.900000000000000000e+01;7.619328497123750310e+01
3.000000000000000000e+01;7.719269440024375228e+01
3.100000000000000000e+01;8.125010996084473902e+01
3.200000000000000000e+01;7.684818050627833941e+01
3.300000000000000000e+01;8.029414911598759375e+01
3.400000000000000000e+01;7.457975926133529754e+01
3.500000000000000000e+01;8.320276377070162255e+01
3.600000000000000000e+01;1.030455838497433092e+02
3.700000000000000000e+01;8.322901893389605732e+01
3.800000000000000000e+01;7.954389864656363329e+01
3.900000000000000000e+01;8.173447980444215943e+01
4.000000000000000000e+01;7.840973813598189679e+01
4.100000000000000000e+01;8.181774890979862391e+01
4.200000000000000000e+01;8.213253184910315952e+01
4.300000000000000000e+01;7.473489744657096878e+01
4.400000000000000000e+01;8.339154972805057753e+01
4.500000000000000000e+01;8.271042774666629782e+01
4.600000000000000000e+01;8.334063653566032315e+01
4.700000000000000000e+01;8.283527800122301699e+01
4.800000000000000000e+01;7.568316584920788159e+01
4.900000000000000000e+01;8.295348806379291773e+01
5.000000000000000000e+01;7.212886764271637219e+01
5.100000000000000000e+01;8.601827436793702475e+01
5.200000000000000000e+01;7.916481364784537789e+01
5.300000000000000000e+01;8.360428886757247824e+01
